a,b,c
21.7506871,19.53041777,19.53041777
28.16405256,23.51914041,23.51914041
42.18037984,23.17433169,23.17433169
14.50789217,13.20397022,13.20397022
8.579851754,4.57506958,4.57506958
26.82210815,17.45917747,17.45917747
8.579851754,4.57506958,4.57506958
29.22639065,22.25113694,22.25113694
23.0097416,18.29295184,18.29295184
21.22959052,13.59124713,13.59124713
8.298463759,4.651989701,4.651989701
24.61302866,13.74235321,13.74235321
35.5547858,26.52499537,26.52499537
29.16642153,19.85116542,19.85116542
31.17134749,25.70353457,25.70353457
27.66819373,20.61993138,20.61993138
60.11167971,26.12341335,26.12341335
5.755990254,3.824849411,3.824849411
14.64151909,13.00455243,13.00455243
12.03766672,7.290993346,7.290993346
22.55441862,20.96755441,20.96755441
22.22133814,16.52056008,16.52056008
34.64877007,28.53986932,28.53986932
32.62973947,27.17347004,27.17347004
20.63301453,16.90048439,16.90048439
24.48823478,20.89831341,20.89831341
29.74331957,20.34482626,20.34482626
9.432490257,5.743919149,5.743919149
8.530839573,4.801626911,4.801626911
5.506966432,3.862638792,3.862638792
29.48034574,22.93078058,22.93078058
5.957798479,4.424769363,4.424769363
44.52557159,18.28311959,18.28311959
5.957798479,4.424769363,4.424769363
11.23988029,9.111663942,9.111663942
41.69530272,32.06099027,32.06099027
17.5401832,6.477158027,6.477158027
23.26804296,13.82998985,13.82998985
17.91618848,12.4879984,12.4879984
8.67333614,6.985182747,6.985182747
30.7528551,17.60703457,17.60703457
19.95781409,12.56200433,12.56200433
28.06862309,25.25549505,25.25549505
10.29801368,6.353885726,6.353885726
10.21135203,9.559538186,9.559538186
25.9587463,15.06741109,15.06741109
26.21535449,13.31575415,13.31575415
38.123711,35.31095893,35.31095893
50.50920912,27.81259946,27.81259946
16.69741228,15.96443201,15.96443201
23.49120651,16.700499,16.700499
27.7402376,24.06328994,24.06328994
43.17861878,18.17229072,18.17229072
30.13124096,27.57606176,27.57606176
24.8667199,19.71013017,19.71013017
17.66270646,11.05932058,11.05932058
15.25957441,12.73846999,12.73846999
16.40129952,15.5555864,15.5555864
31.83390936,20.43099192,20.43099192
42.8491467,25.08593807,25.08593807
25.93640353,19.29940262,19.29940262
42.39940395,32.619125,32.619125
19.61193714,8.957133493,8.957133493
43.42351918,29.81048345,29.81048345
58.59511466,31.68020691,31.68020691
20.43263192,17.29288343,17.29288343
34.33532953,19.88160876,19.88160876
20.75864514,12.31731144,12.31731144
19.05772647,12.49646187,12.49646187
36.59998384,16.88362093,16.88362093
26.86255382,19.70753881,19.70753881
25.38534151,18.99210549,18.99210549
21.30417093,15.39967573,15.39967573
13.06684647,8.582410326,8.582410326
12.47898535,9.182490308,9.182490308
26.92215418,25.39306537,25.39306537
16.69531781,8.838197479,8.838197479
35.33028017,29.84367915,29.84367915
23.48598621,16.41683914,16.41683914
22.41858482,15.31532448,15.31532448
23.70594288,20.71586126,20.71586126
19.34705725,15.16681298,15.16681298
15.84561996,11.25668416,11.25668416
20.77456453,14.63645242,14.63645242
11.76125205,10.53014298,10.53014298
13.23058825,7.324922348,7.324922348
19.45310736,15.7879225,15.7879225
20.81866929,7.109247482,7.109247482
7.796807945,5.673638839,5.673638839
18.59058906,11.6349158,11.6349158
32.46828208,26.7858755,26.7858755
34.52537861,26.54377711,26.54377711
26.50171113,21.8540854,21.8540854
13.15402214,11.41609821,11.41609821
38.45765668,30.92874466,30.92874466
19.87536731,8.799259564,8.799259564
29.53060693,20.87340183,20.87340183
25.85959628,16.99075431,16.99075431
24.68151119,22.20869104,22.20869104
33.31822574,27.11633982,27.11633982
21.76531323,15.23566567,15.23566567
43.58314852,28.26584025,28.26584025
19.38625112,14.47798655,14.47798655
51.24099458,48.74987689,48.74987689
24.95888347,15.08429505,15.08429505
26.36049606,17.61138231,17.61138231
27.56800748,19.85527631,19.85527631
33.70169861,24.04627176,24.04627176
28.56781485,23.15423131,23.15423131
17.88822402,15.42390865,15.42390865
21.87413731,15.19771962,15.19771962
28.06146184,20.76953953,20.76953953
13.46081315,9.471485572,9.471485572
39.99464948,22.07357614,22.07357614
33.71203781,32.49782386,32.49782386
36.68446712,16.01373048,16.01373048
5.641895835,5.641895835,5.641895835
37.54197351,22.40663076,22.40663076
59.54306703,33.80116101,33.80116101
18.21145105,12.22629554,12.22629554
17.94904418,15.65947766,15.65947766
23.50949039,16.12159335,16.12159335
18.04932397,15.18010071,15.18010071
24.24870549,22.02588362,22.02588362
18.42525746,10.82805094,10.82805094
28.26201234,21.62598052,21.62598052
19.14348896,15.91508387,15.91508387
20.98360892,15.83033873,15.83033873
21.27373004,19.89176354,19.89176354
16.42572424,11.97644295,11.97644295
10.11394743,8.377843743,8.377843743
48.70183392,38.18610833,38.18610833
25.15717115,19.85329953,19.85329953
12.33634967,9.763269851,9.763269851
13.83114365,9.220608498,9.220608498
8.449774004,5.450013254,5.450013254
21.1498778,16.38640423,16.38640423
23.30405999,22.01264372,22.01264372
61.77452607,30.09521113,30.09521113
45.78450914,12.76921646,12.76921646
18.09803389,9.636827332,9.636827332
36.81241584,17.04483567,17.04483567
30.10929252,16.96091308,16.96091308
25.03322584,16.17795789,16.17795789
15.78244006,12.93194828,12.93194828
8.744120533,5.75448618,5.75448618
27.06205148,21.56720809,21.56720809
24.96721247,16.54327583,16.54327583
28.84047229,20.66081838,20.66081838
64.24434854,44.83418051,44.83418051
23.83973115,15.10757389,15.10757389
16.1700805,11.91784019,11.91784019
11.52373175,6.166653364,6.166653364
20.75761223,15.60109917,15.60109917
5.920832418,3.274716546,3.274716546
43.88416136,19.21396408,19.21396408
11.63809284,7.216615643,7.216615643
17.97743916,10.16936625,10.16936625
14.18874067,7.597403461,7.597403461
38.83689944,24.93803908,24.93803908
24.02746216,19.52138686,19.52138686
14.63295157,8.601784208,8.601784208
42.10232034,34.68054562,34.68054562
24.13802992,18.87593788,18.87593788
39.41325652,20.65912406,20.65912406
19.32211191,10.94919817,10.94919817
5.920832418,3.274716546,3.274716546
21.93815245,17.28152581,17.28152581
106.461653,36.91039987,36.91039987
20.763308,14.47864547,14.47864547
24.3176578,22.75167709,22.75167709
21.83452302,20.75686533,20.75686533
13.15786679,8.421429046,8.421429046
20.67532614,16.65101957,16.65101957
87.77019644,41.70997247,41.70997247
85.66559008,33.12870005,33.12870005
30.90003222,24.07060323,24.07060323
32.01141098,20.69853298,20.69853298
65.30705188,32.4581979,32.4581979
11.05940252,8.161494052,8.161494052
29.83468311,15.32146385,15.32146385
21.19537203,7.448487728,7.448487728
24.74597887,17.09675454,17.09675454
10.50313567,6.954254888,6.954254888
7.897781444,6.46328764,6.46328764
79.54898282,40.90895719,40.90895719
15.91947922,13.52465138,13.52465138
17.97458657,9.884463586,9.884463586
11.33310906,8.50085448,8.50085448
11.62590435,5.327122294,5.327122294
20.02224814,12.88856914,12.88856914
21.17247806,15.44749449,15.44749449
88.81960555,41.71374334,41.71374334
82.83682497,38.09504173,38.09504173
88.70229404,32.00740488,32.00740488
18.12356074,15.41042355,15.41042355
5.957798479,4.424769363,4.424769363
32.01550425,25.68123196,25.68123196
27.67115688,13.5123298,13.5123298
20.90543495,16.45976461,16.45976461
19.4791294,13.06701393,13.06701393
29.64230036,16.85152302,16.85152302
35.53349917,27.73015212,27.73015212
42.27868687,36.88486742,36.88486742
8.579851754,4.57506958,4.57506958
49.41425731,27.94508221,27.94508221
20.38886214,10.88522845,10.88522845
75.17574068,39.52611789,39.52611789
13.25508375,10.89527145,10.89527145
22.68683542,19.26230031,19.26230031
20.28941054,14.81040978,14.81040978
24.17450212,13.26781135,13.26781135
25.62936595,19.55286936,19.55286936
40.25415248,24.4951009,24.4951009
23.6407924,13.1106454,13.1106454
14.46522585,13.50791826,13.50791826
37.03814053,14.85749684,14.85749684
5.957798479,4.424769363,4.424769363
48.29899053,27.30008507,27.30008507
16.47445231,8.448568618,8.448568618
39.59050376,31.62727173,31.62727173
45.71527088,26.5103062,26.5103062
67.80656585,45.85928901,45.85928901
27.23302149,19.08163932,19.08163932
9.170073339,5.998181945,5.998181945
38.27049427,30.03730605,30.03730605
24.39320056,14.09889527,14.09889527
53.4864689,25.80030378,25.80030378
5.641895835,5.641895835,5.641895835
24.45667975,15.59415399,15.59415399
17.06686825,7.851871763,7.851871763
16.44021819,8.000116797,8.000116797
31.85211962,27.42210577,27.42210577
26.48232997,20.83288834,20.83288834
56.2619808,36.20589588,36.20589588
73.65669229,40.98287689,40.98287689
22.9500602,20.71880385,20.71880385
28.25020723,24.95433364,24.95433364
10.94619438,9.233087652,9.233087652
27.39603699,13.02566077,13.02566077
33.81535827,19.08058595,19.08058595
44.10924134,33.83621809,33.83621809
19.60602113,9.737849757,9.737849757
11.24193916,8.75256895,8.75256895
32.93664969,26.69198119,26.69198119
32.04509548,26.46743268,26.46743268
13.66782627,11.19946445,11.19946445
31.21370386,19.85985399,19.85985399
17.63770382,15.62123323,15.62123323
25.69468585,15.76378597,15.76378597
32.32294342,25.75822614,25.75822614
21.88005253,16.41180372,16.41180372
17.62729054,15.18316475,15.18316475
23.64897137,16.07398068,16.07398068
13.15379023,12.58584972,12.58584972
40.7938126,29.05254513,29.05254513
9.131582813,3.574049079,3.574049079
36.21963577,28.86248651,28.86248651
5.957798479,4.424769363,4.424769363
16.69033085,7.477321662,7.477321662
28.37564816,23.11999579,23.11999579
15.67133709,14.1762838,14.1762838
27.98969804,23.95581693,23.95581693
25.34906228,19.52170719,19.52170719
33.26911793,18.20440445,18.20440445
5.641895835,5.641895835,5.641895835
62.70627073,36.42640012,36.42640012
25.32124246,17.50470403,17.50470403
10.21135203,9.559538186,9.559538186
50.06362205,31.38676075,31.38676075
11.03955581,9.76279829,9.76279829
43.95226269,33.57215812,33.57215812
24.54607258,19.57684108,19.57684108
26.24272959,23.63023156,23.63023156
22.23830567,17.52894151,17.52894151
11.02727936,5.80822499,5.80822499
32.9761026,19.80650156,19.80650156
22.5947266,9.070981003,9.070981003
51.14885898,23.37843185,23.37843185
9.133336447,8.146287927,8.146287927
92.17514119,49.73536715,49.73536715
23.85127838,10.68344539,10.68344539
19.50800794,13.750772,13.750772
40.44267553,31.57317667,31.57317667
13.1512824,6.788759637,6.788759637
18.73573258,16.08733621,16.08733621
32.67247092,29.67652992,29.67652992
17.35879033,13.56306219,13.56306219
15.83145404,9.076128672,9.076128672
12.25717236,5.823994893,5.823994893
34.08368867,31.24473325,31.24473325
23.22002411,18.34911693,18.34911693
29.25423561,19.58861077,19.58861077
23.48801203,16.31778063,16.31778063
24.31842396,18.9373663,18.9373663
24.36757884,23.72388359,23.72388359
19.0657787,12.85251595,12.85251595
14.1140931,8.634230274,8.634230274
8.449774004,5.450013254,5.450013254
5.920832418,3.274716546,3.274716546
11.61688976,5.982341459,5.982341459
30.67166776,25.82675226,25.82675226
12.47817022,10.79299415,10.79299415
22.50927498,12.15571116,12.15571116
37.35009832,24.88266291,24.88266291
26.07364544,17.70799361,17.70799361
28.41373108,11.10777228,11.10777228
27.26755768,14.43159974,14.43159974
14.36318189,8.682187904,8.682187904
83.21034618,35.93293506,35.93293506
18.78088093,12.40622798,12.40622798
5.920832418,3.274716546,3.274716546
14.4493593,11.78801836,11.78801836
26.22410362,15.67145134,15.67145134
23.49217445,9.603755517,9.603755517
50.9561773,30.52201837,30.52201837
5.920832418,3.274716546,3.274716546
37.54654124,23.15633614,23.15633614
24.49109319,9.725356433,9.725356433
5.957798479,4.424769363,4.424769363
8.936577451,4.160611819,4.160611819
13.36313985,11.32642162,11.32642162
35.11034001,20.98679095,20.98679095
21.78246782,16.52368953,16.52368953
33.92016958,28.75458384,28.75458384
25.74389007,15.13015608,15.13015608
39.43228008,27.86733835,27.86733835
30.16889976,23.72036869,23.72036869
9.577290045,6.588625336,6.588625336
30.17028615,13.84822639,13.84822639
24.53206408,18.12149779,18.12149779
35.51880337,27.37013604,27.37013604
5.641895835,5.641895835,5.641895835
14.30116521,8.077794949,8.077794949
25.90062965,15.01527016,15.01527016
16.04092304,13.62096683,13.62096683
7.897781444,6.46328764,6.46328764
40.7301775,33.86687727,33.86687727
20.79466569,15.90209444,15.90209444
24.08126753,18.42597862,18.42597862
27.63487002,19.18681542,19.18681542
10.42648359,7.624397883,7.624397883
46.88705899,23.34188792,23.34188792
8.449774004,5.450013254,5.450013254
20.08270205,11.82051875,11.82051875
30.55128295,26.28943791,26.28943791
13.57051256,13.06506236,13.06506236
38.46493923,28.21557533,28.21557533
11.76241569,5.945219181,5.945219181
8.795219067,6.124670219,6.124670219
35.90195257,22.52542569,22.52542569
65.98801778,38.68728726,38.68728726
31.25909841,22.2420765,22.2420765
31.87781711,25.53530318,25.53530318
5.957798479,4.424769363,4.424769363
32.35537915,23.62552325,23.62552325
19.83178099,11.89506309,11.89506309
22.49980111,17.35452166,17.35452166
43.97106771,25.33690368,25.33690368
17.84296028,17.50481813,17.50481813
23.31277471,19.81835647,19.81835647
19.59626723,18.98190205,18.98190205
19.97119109,15.90530169,15.90530169
16.9694916,7.984342031,7.984342031
10.42648359,7.624397883,7.624397883
71.84495015,33.5502202,33.5502202
27.17919752,12.86677537,12.86677537
15.92815225,10.58982294,10.58982294
28.84036425,19.72866251,19.72866251
20.64824909,15.72156206,15.72156206
12.90719762,7.965648458,7.965648458
71.96756967,47.59349897,47.59349897
16.12199244,12.39307627,12.39307627
27.21909469,16.04073032,16.04073032
23.11748655,14.48268787,14.48268787
40.72874752,26.41079479,26.41079479
19.80718778,9.011000563,9.011000563
34.20124584,29.92267891,29.92267891
15.54516235,9.613575865,9.613575865
14.0414371,6.014566247,6.014566247
8.449774004,5.450013254,5.450013254
8.449774004,5.450013254,5.450013254
23.9329194,16.96693165,16.96693165
65.78201888,40.30684726,40.30684726
20.12228876,14.87178511,14.87178511
6.581443005,3.671867879,3.671867879
91.92100716,39.23645029,39.23645029
18.16662001,14.24939669,14.24939669
40.31087037,25.64880662,25.64880662
34.93642255,24.19910346,24.19910346
18.85747905,8.502405696,8.502405696
24.86789336,8.302855555,8.302855555
29.28785901,23.30902651,23.30902651
23.89893828,18.29175382,18.29175382
23.98678478,19.06980674,19.06980674
59.67181981,44.98438032,44.98438032
26.40080172,15.48407927,15.48407927
58.35908745,28.29300388,28.29300388
47.60402363,22.36380905,22.36380905
72.42339918,32.15486943,32.15486943
27.61799304,23.54901904,23.54901904
36.46196411,26.46929937,26.46929937
45.54860959,22.98637903,22.98637903
48.68956687,36.4777757,36.4777757
27.66066083,21.80142375,21.80142375
11.62590435,5.327122294,5.327122294
34.6195679,27.39780241,27.39780241
37.25559348,26.36582546,26.36582546
11.1435266,7.501941273,7.501941273
83.90912223,35.9151689,35.9151689
31.24216001,9.191375462,9.191375462
29.08730703,16.76557592,16.76557592
43.41035283,29.50280263,29.50280263
18.96348163,11.05224681,11.05224681
42.92787631,32.29677907,32.29677907
77.5702053,36.81020292,36.81020292
14.17275292,7.601687425,7.601687425
11.62590435,5.327122294,5.327122294
18.25698598,12.02365461,12.02365461
8.951631927,7.53284418,7.53284418
26.01238456,25.54530476,25.54530476
33.94335929,21.75367729,21.75367729
15.14215087,12.83985512,12.83985512
28.17974817,26.0799005,26.0799005
42.99253812,25.08561297,25.08561297
37.34850875,18.56063315,18.56063315
39.15476415,32.61617332,32.61617332
8.494902493,5.934609593,5.934609593
19.89790174,10.87874309,10.87874309
17.30969376,10.3636589,10.3636589
5.920832418,3.274716546,3.274716546
23.1241937,16.54476658,16.54476658
26.90999728,10.81828948,10.81828948
26.46409044,24.86725685,24.86725685
55.05570154,45.85637319,45.85637319
5.957798479,4.424769363,4.424769363
24.87187399,10.30141252,10.30141252
8.795219067,6.124670219,6.124670219
30.22071951,18.11386793,18.11386793
34.33626933,14.04835373,14.04835373
16.96324377,15.47749364,15.47749364
24.9732147,20.18340269,20.18340269
8.890645247,7.558636347,7.558636347
18.54564613,12.66781256,12.66781256
12.4341809,7.555861895,7.555861895
79.25411114,33.41062614,33.41062614
23.03764081,21.08093487,21.08093487
39.10080176,26.9549895,26.9549895
24.38685696,15.64011742,15.64011742
22.97132572,12.67186429,12.67186429
23.53166682,19.45635925,19.45635925
41.50112583,25.82771843,25.82771843
8.449774004,5.450013254,5.450013254
5.920832418,3.274716546,3.274716546
21.99970375,17.25733354,17.25733354
13.33400047,7.29646274,7.29646274
32.02611247,20.09811483,20.09811483
27.84046982,19.59980264,19.59980264
46.51073747,34.14053858,34.14053858
10.1227841,7.083699101,7.083699101
16.22937607,12.35200808,12.35200808
21.78750578,15.84117164,15.84117164
18.95687885,14.64103128,14.64103128
34.86173313,25.23283232,25.23283232
7.503724032,7.443508785,7.443508785
32.22374366,25.39787076,25.39787076
23.36791019,21.12983483,21.12983483
14.91958004,8.996538662,8.996538662
9.369249945,7.705563147,7.705563147
21.28705485,17.24392614,17.24392614
9.131582813,3.574049079,3.574049079
26.08469301,25.50987357,25.50987357
8.449774004,5.450013254,5.450013254
23.04766707,21.54152733,21.54152733
40.93392674,29.45138864,29.45138864
79.31320353,24.79800554,24.79800554
16.67470453,9.387630908,9.387630908
29.21522464,19.6016847,19.6016847
10.61510576,5.574987231,5.574987231
56.43862665,23.57691041,23.57691041
81.27245057,40.59923478,40.59923478
30.57831863,18.64427555,18.64427555
27.33309177,22.39997814,22.39997814
40.55949451,22.27965935,22.27965935
22.15023887,9.520853699,9.520853699
16.59088212,11.00095428,11.00095428
25.90879506,18.02484347,18.02484347
42.04319257,35.90865491,35.90865491
56.63135866,31.83796612,31.83796612
19.4381358,14.79621901,14.79621901
26.47035271,17.70386787,17.70386787
16.53981034,7.97599464,7.97599464
28.77557948,15.34581465,15.34581465
14.3815332,12.69132654,12.69132654
32.90462123,29.3835017,29.3835017
5.920832418,3.274716546,3.274716546
18.55023668,12.66624504,12.66624504
30.5430758,24.42168676,24.42168676
28.64919345,20.96129386,20.96129386
16.72463191,10.54337173,10.54337173
23.8981768,18.49642728,18.49642728
19.51757511,16.08907089,16.08907089
29.65253248,19.34067913,19.34067913
24.63149084,18.48628995,18.48628995
28.06076629,19.28218638,19.28218638
10.65141144,8.316333952,8.316333952
21.60545768,11.27883174,11.27883174
22.71391409,16.69352125,16.69352125
36.62283455,31.17961912,31.17961912
21.78981414,15.53472382,15.53472382
11.96816776,6.514727554,6.514727554
19.40500046,17.10727224,17.10727224
42.09466555,35.13642786,35.13642786
32.67369501,24.8230812,24.8230812
31.42107875,17.76450258,17.76450258
36.72238904,26.60180386,26.60180386
16.56092481,10.17430349,10.17430349
20.51530445,10.26167107,10.26167107
26.41450208,17.33400394,17.33400394
5.957798479,4.424769363,4.424769363
46.01402016,35.24979859,35.24979859
30.11763128,21.33936875,21.33936875
28.94416147,19.92723747,19.92723747
36.38690187,25.07069284,25.07069284
34.00111813,28.254843,28.254843
12.68085307,10.64408548,10.64408548
19.8791762,11.16064483,11.16064483
15.68465088,9.118504534,9.118504534
50.61755572,30.51932354,30.51932354
28.60990769,22.3490035,22.3490035
43.00862174,19.91145611,19.91145611
23.87820333,13.80244738,13.80244738
27.0051744,18.41370266,18.41370266
19.61786418,9.734910005,9.734910005
28.08450005,20.70223361,20.70223361
28.72148381,11.04810172,11.04810172
27.13489514,20.58085953,20.58085953
15.38658812,10.99225105,10.99225105
25.69272093,22.19548012,22.19548012
17.57249522,9.877118489,9.877118489
23.18141864,20.14483049,20.14483049
16.03203106,7.629292465,7.629292465
33.45471819,21.7062216,21.7062216
7.503724032,7.443508785,7.443508785
37.03756231,20.82518627,20.82518627
24.31354322,19.40619953,19.40619953
92.87799483,39.7713992,39.7713992
42.59629383,31.27082977,31.27082977
24.21496152,12.34217362,12.34217362
33.29679044,26.74030891,26.74030891
18.61252881,15.12082077,15.12082077
26.54941906,19.32573792,19.32573792
21.45951362,13.11063135,13.11063135
13.78614887,11.15129998,11.15129998
54.40339579,41.95139521,41.95139521
5.920832418,3.274716546,3.274716546
25.28921869,16.91212926,16.91212926
76.25774221,31.467547,31.467547
56.17791564,39.50468032,39.50468032
19.04827166,12.85842089,12.85842089
16.95770138,15.84143667,15.84143667
90.98129462,48.4103677,48.4103677
21.6779918,12.46943907,12.46943907
8.449774004,5.450013254,5.450013254
32.0399587,26.07150999,26.07150999
34.24610941,22.86445323,22.86445323
5.920832418,3.274716546,3.274716546
10.71044339,8.141208491,8.141208491
23.93158415,13.03074848,13.03074848
14.21027487,8.604960413,8.604960413
12.52560972,9.689228338,9.689228338
38.1332387,9.650174323,9.650174323
16.07989017,14.47821102,14.47821102
19.7309095,16.46983198,16.46983198
6.395903681,4.534758518,4.534758518
23.83325183,19.60076258,19.60076258
29.95835864,21.61850906,21.61850906
21.86657536,16.41686053,16.41686053
34.93921122,25.20483975,25.20483975
31.65795209,29.76423228,29.76423228
23.03455613,15.70173601,15.70173601
15.52258454,15.41528385,15.41528385
65.2423725,45.77724034,45.77724034
29.98160345,20.71581349,20.71581349
27.02027512,21.46473584,21.46473584
5.920832418,3.274716546,3.274716546
22.96991211,11.05268879,11.05268879
27.31982562,18.0571398,18.0571398
11.4113027,7.287974948,7.287974948
34.40007022,20.79328622,20.79328622
19.40421285,8.604677029,8.604677029
11.50050279,4.671557422,4.671557422
22.93406071,17.1894313,17.1894313
45.5905792,30.37650038,30.37650038
20.13258921,15.19475911,15.19475911
133.3525641,80.38936776,80.38936776
21.81127961,16.4376573,16.4376573
18.7271114,10.35451357,10.35451357
9.013960551,6.791384287,6.791384287
41.46663862,32.39969942,32.39969942
33.56746536,29.7422358,29.7422358
20.53668836,12.72611721,12.72611721
24.89496564,22.48632695,22.48632695
35.34043162,21.31936021,21.31936021
42.70026934,32.7715288,32.7715288
12.51475846,5.399623456,5.399623456
17.27784835,16.40207549,16.40207549
18.17215037,10.90319833,10.90319833
39.27669762,24.44291727,24.44291727
16.33144227,11.90960459,11.90960459
22.61215258,19.29408361,19.29408361
25.3206462,16.1543752,16.1543752
13.78614887,11.15129998,11.15129998
5.920832418,3.274716546,3.274716546
42.51414969,28.45866898,28.45866898
21.8077461,13.65053569,13.65053569
11.80377213,9.577322295,9.577322295
28.66469535,21.53083012,21.53083012
28.41234187,27.04779026,27.04779026
11.62590435,5.327122294,5.327122294
5.920832418,3.274716546,3.274716546
29.27911822,15.96777975,15.96777975
30.11846981,21.11640154,21.11640154
46.4148601,25.56823386,25.56823386
30.08195574,23.10771797,23.10771797
41.82429195,33.91950796,33.91950796
16.18544153,12.9689522,12.9689522
8.449774004,5.450013254,5.450013254
22.82872786,16.36020399,16.36020399
43.23177305,31.15570644,31.15570644
22.39365023,20.83827547,20.83827547
18.31853158,14.19019012,14.19019012
22.3108185,19.14310946,19.14310946
42.02235586,17.68788614,17.68788614
30.89092943,26.55196526,26.55196526
36.85675277,15.78035706,15.78035706
16.73192781,10.54107278,10.54107278
17.53982354,6.361799711,6.361799711
51.25341625,25.62622675,25.62622675
10.42648359,7.624397883,7.624397883
22.33874777,10.8698017,10.8698017
21.64150826,11.04351362,11.04351362
39.87985619,30.86256862,30.86256862
28.1660721,19.00502597,19.00502597
32.58091993,19.87228233,19.87228233
39.7210307,31.08739815,31.08739815
11.43168887,7.281473715,7.281473715
30.08294392,20.65278594,20.65278594
18.56794219,13.65177435,13.65177435
14.89219754,9.357970081,9.357970081
41.58647768,25.88528919,25.88528919
24.61559675,18.65772653,18.65772653
16.74977112,11.75994184,11.75994184
19.69268517,18.24020186,18.24020186
15.51611561,8.705568258,8.705568258
23.2691459,21.9638158,21.9638158
32.99974677,27.43943292,27.43943292
42.33964573,29.63568833,29.63568833
28.86846209,13.22915396,13.22915396
23.26975117,18.53739833,18.53739833
9.92903826,7.813055187,7.813055187
5.957798479,4.424769363,4.424769363
19.3329386,15.8369134,15.8369134
22.53516185,15.87476316,15.87476316
48.6212801,27.65511281,27.65511281
20.01749816,13.57465011,13.57465011
42.94150598,21.4780494,21.4780494
32.25793731,26.57757397,26.57757397
57.35654145,37.21927558,37.21927558
5.920832418,3.274716546,3.274716546
22.70453811,10.78188506,10.78188506
29.16747046,18.31867687,18.31867687
12.16183648,10.86883533,10.86883533
32.6339698,15.36047721,15.36047721
25.90374319,16.71031869,16.71031869
87.80246784,34.51774318,34.51774318
26.87715119,15.10503608,15.10503608
44.54776883,20.83967421,20.83967421
